id,name,county_key,county,court,department,tenure_start,tenure_end,current_status,caseload_2024,time_period_coverage,prison_rate,raw
jackson_011,Judge Robert Wexler,jackson_county,Jackson,Circuit Court,Mental Health,2018,,,367,,6.8,"{""id"": ""jackson_011"", ""name"": ""Judge Robert Wexler"", ""county"": ""Jackson"", ""court"": ""Circuit Court"", ""department"": ""Mental Health"", ""tenure_start"": ""2018"", ""caseload_2024"": 367, ""bias_metrics"": {""prison_rate"": 6.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.7}, ""counsel_representation"": {""disparity_score"": 3.2}}}, ""appellate_record"": {""total_appeals_2024"": 4, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Mental Health Court""], ""risk_assessment"": ""excellent""}"
deschutes_001,Judge A. Michael Adler,deschutes_county,Deschutes,Circuit Court,Criminal,2015,,,967,,31.4,"{""id"": ""deschutes_001"", ""name"": ""Judge A. Michael Adler"", ""county"": ""Deschutes"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2015"", ""caseload_2024"": 967, ""bias_metrics"": {""prison_rate"": 31.4, ""sentence_disparity"": {""racial"": {""disparity_score"": 4.7}, ""counsel_representation"": {""disparity_score"": 9.1}}}, ""appellate_record"": {""total_appeals_2024"": 19, ""total_reversals_2024"": 3, ""reversal_rate"": 15.8}, ""specialization"": [""Criminal"", ""Mental Health Court""], ""risk_assessment"": ""moderate""}"
deschutes_002,Judge Bethany Flint,deschutes_county,Deschutes,Circuit Court,Civil,2020,,,734,,14.2,"{""id"": ""deschutes_002"", ""name"": ""Judge Bethany Flint"", ""county"": ""Deschutes"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2020"", ""caseload_2024"": 734, ""bias_metrics"": {""prison_rate"": 14.2, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.3}, ""counsel_representation"": {""disparity_score"": 5.1}}}, ""appellate_record"": {""total_appeals_2024"": 11, ""total_reversals_2024"": 1, ""reversal_rate"": 9.1}, ""specialization"": [""Civil"", ""Environmental Law"", ""Land Use""], ""risk_assessment"": ""low""}"
deschutes_003,Judge Wells Ashby,deschutes_county,Deschutes,Circuit Court,Criminal,2018,,,1289,,37.6,"{""id"": ""deschutes_003"", ""name"": ""Judge Wells Ashby"", ""county"": ""Deschutes"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2018"", ""caseload_2024"": 1289, ""bias_metrics"": {""prison_rate"": 37.6, ""sentence_disparity"": {""racial"": {""disparity_score"": 8.2}, ""counsel_representation"": {""disparity_score"": 12.7}}}, ""appellate_record"": {""total_appeals_2024"": 25, ""total_reversals_2024"": 5, ""reversal_rate"": 20.0}, ""specialization"": [""Criminal"", ""Drug Court""], ""risk_assessment"": ""high""}"
deschutes_004,Judge Stephen Forte,deschutes_county,Deschutes,Circuit Court,Family,2016,,,867,,5.3,"{""id"": ""deschutes_004"", ""name"": ""Judge Stephen Forte"", ""county"": ""Deschutes"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2016"", ""caseload_2024"": 867, ""bias_metrics"": {""prison_rate"": 5.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.4}, ""counsel_representation"": {""disparity_score"": 3.1}}}, ""appellate_record"": {""total_appeals_2024"": 8, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Family Law"", ""Child Support""], ""risk_assessment"": ""excellent""}"
deschutes_005,Judge Randall Garrett,deschutes_county,Deschutes,Circuit Court,Civil,2019,,,945,,16.8,"{""id"": ""deschutes_005"", ""name"": ""Judge Randall Garrett"", ""county"": ""Deschutes"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2019"", ""caseload_2024"": 945, ""bias_metrics"": {""prison_rate"": 16.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 3.2}, ""counsel_representation"": {""disparity_score"": 6.4}}}, ""appellate_record"": {""total_appeals_2024"": 14, ""total_reversals_2024"": 2, ""reversal_rate"": 14.3}, ""specialization"": [""Civil"", ""Business Law""], ""risk_assessment"": ""moderate""}"
deschutes_006,Judge Kevin Gamer,deschutes_county,Deschutes,Circuit Court,Juvenile,2017,,,623,,9.4,"{""id"": ""deschutes_006"", ""name"": ""Judge Kevin Gamer"", ""county"": ""Deschutes"", ""court"": ""Circuit Court"", ""department"": ""Juvenile"", ""tenure_start"": ""2017"", ""caseload_2024"": 623, ""bias_metrics"": {""prison_rate"": 9.4, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.1}, ""counsel_representation"": {""disparity_score"": 4.5}}}, ""appellate_record"": {""total_appeals_2024"": 7, ""total_reversals_2024"": 1, ""reversal_rate"": 14.3}, ""specialization"": [""Juvenile"", ""Youth Programs""], ""risk_assessment"": ""low""}"
deschutes_007,Judge Duncan Wyse,deschutes_county,Deschutes,Circuit Court,Criminal,2014,,,1456,,41.3,"{""id"": ""deschutes_007"", ""name"": ""Judge Duncan Wyse"", ""county"": ""Deschutes"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2014"", ""caseload_2024"": 1456, ""bias_metrics"": {""prison_rate"": 41.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 9.7}, ""counsel_representation"": {""disparity_score"": 14.8}}}, ""appellate_record"": {""total_appeals_2024"": 32, ""total_reversals_2024"": 7, ""reversal_rate"": 21.9}, ""specialization"": [""Criminal"", ""Violent Crimes""], ""risk_assessment"": ""critical""}"
deschutes_008,Judge Catherine Wantland,deschutes_county,Deschutes,Circuit Court,Probate,2021,,,478,,12.1,"{""id"": ""deschutes_008"", ""name"": ""Judge Catherine Wantland"", ""county"": ""Deschutes"", ""court"": ""Circuit Court"", ""department"": ""Probate"", ""tenure_start"": ""2021"", ""caseload_2024"": 478, ""bias_metrics"": {""prison_rate"": 12.1, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.6}, ""counsel_representation"": {""disparity_score"": 5.2}}}, ""appellate_record"": {""total_appeals_2024"": 6, ""total_reversals_2024"": 1, ""reversal_rate"": 16.7}, ""specialization"": [""Probate"", ""Estate Planning""], ""risk_assessment"": ""low""}"
deschutes_009,Judge Raymond Crutchley,deschutes_county,Deschutes,Circuit Court,Mental Health,2020,,,356,,7.9,"{""id"": ""deschutes_009"", ""name"": ""Judge Raymond Crutchley"", ""county"": ""Deschutes"", ""court"": ""Circuit Court"", ""department"": ""Mental Health"", ""tenure_start"": ""2020"", ""caseload_2024"": 356, ""bias_metrics"": {""prison_rate"": 7.9, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.8}, ""counsel_representation"": {""disparity_score"": 3.6}}}, ""appellate_record"": {""total_appeals_2024"": 4, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Mental Health Court""], ""risk_assessment"": ""low""}"
deschutes_010,Judge Alta Brady,deschutes_county,Deschutes,Circuit Court,Civil,2015,,,1067,,19.4,"{""id"": ""deschutes_010"", ""name"": ""Judge Alta Brady"", ""county"": ""Deschutes"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2015"", ""caseload_2024"": 1067, ""bias_metrics"": {""prison_rate"": 19.4, ""sentence_disparity"": {""racial"": {""disparity_score"": 4.1}, ""counsel_representation"": {""disparity_score"": 7.8}}}, ""appellate_record"": {""total_appeals_2024"": 16, ""total_reversals_2024"": 3, ""reversal_rate"": 18.8}, ""specialization"": [""Civil"", ""Personal Injury""], ""risk_assessment"": ""moderate""}"
deschutes_011,Judge Daniel Murphy,deschutes_county,Deschutes,Circuit Court,Family,2022,,,634,,4.1,"{""id"": ""deschutes_011"", ""name"": ""Judge Daniel Murphy"", ""county"": ""Deschutes"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2022"", ""caseload_2024"": 634, ""bias_metrics"": {""prison_rate"": 4.1, ""sentence_disparity"": {""racial"": {""disparity_score"": 0.9}, ""counsel_representation"": {""disparity_score"": 2.3}}}, ""appellate_record"": {""total_appeals_2024"": 5, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Family Law"", ""Domestic Relations""], ""risk_assessment"": ""excellent""}"
yamhill_001,Judge Ladd Wiles,yamhill_county,Yamhill,Circuit Court,General,2011,,,845,,26.8,"{""id"": ""yamhill_001"", ""name"": ""Judge Ladd Wiles"", ""county"": ""Yamhill"", ""court"": ""Circuit Court"", ""department"": ""General"", ""tenure_start"": ""2011"", ""caseload_2024"": 845, ""bias_metrics"": {""prison_rate"": 26.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 5.3}, ""counsel_representation"": {""disparity_score"": 8.7}}}, ""appellate_record"": {""total_appeals_2024"": 13, ""total_reversals_2024"": 2, ""reversal_rate"": 15.4}, ""specialization"": [""General"", ""Criminal"", ""Civil""], ""risk_assessment"": ""moderate""}"
yamhill_002,Judge Ronald Stone,yamhill_county,Yamhill,Circuit Court,Family,2019,,,456,,2.8,"{""id"": ""yamhill_002"", ""name"": ""Judge Ronald Stone"", ""county"": ""Yamhill"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2019"", ""caseload_2024"": 456, ""bias_metrics"": {""prison_rate"": 2.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 0.6}, ""counsel_representation"": {""disparity_score"": 1.4}}}, ""appellate_record"": {""total_appeals_2024"": 3, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Family Law"", ""Juvenile"", ""Probate""], ""risk_assessment"": ""excellent""}"
yamhill_003,Judge Cynthia Easterday,yamhill_county,Yamhill,Circuit Court,Criminal,2017,,,1156,,32.4,"{""id"": ""yamhill_003"", ""name"": ""Judge Cynthia Easterday"", ""county"": ""Yamhill"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2017"", ""caseload_2024"": 1156, ""bias_metrics"": {""prison_rate"": 32.4, ""sentence_disparity"": {""racial"": {""disparity_score"": 6.8}, ""counsel_representation"": {""disparity_score"": 10.9}}}, ""appellate_record"": {""total_appeals_2024"": 21, ""total_reversals_2024"": 4, ""reversal_rate"": 19.0}, ""specialization"": [""Criminal"", ""Drug Court""], ""risk_assessment"": ""high""}"
yamhill_004,Judge John Collins,yamhill_county,Yamhill,Circuit Court,Civil,2015,,,723,,15.7,"{""id"": ""yamhill_004"", ""name"": ""Judge John Collins"", ""county"": ""Yamhill"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2015"", ""caseload_2024"": 723, ""bias_metrics"": {""prison_rate"": 15.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.9}, ""counsel_representation"": {""disparity_score"": 5.6}}}, ""appellate_record"": {""total_appeals_2024"": 11, ""total_reversals_2024"": 1, ""reversal_rate"": 9.1}, ""specialization"": [""Civil"", ""Agricultural Law""], ""risk_assessment"": ""low""}"
yamhill_005,Judge Janelle Wipper,yamhill_county,Yamhill,Circuit Court,Juvenile,2020,,,445,,8.1,"{""id"": ""yamhill_005"", ""name"": ""Judge Janelle Wipper"", ""county"": ""Yamhill"", ""court"": ""Circuit Court"", ""department"": ""Juvenile"", ""tenure_start"": ""2020"", ""caseload_2024"": 445, ""bias_metrics"": {""prison_rate"": 8.1, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.9}, ""counsel_representation"": {""disparity_score"": 3.7}}}, ""appellate_record"": {""total_appeals_2024"": 5, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Juvenile"", ""Youth Programs""], ""risk_assessment"": ""low""}"
yamhill_006,Judge Jennifer Chapman,yamhill_county,Yamhill,Circuit Court,Family,2018,,,634,,4.3,"{""id"": ""yamhill_006"", ""name"": ""Judge Jennifer Chapman"", ""county"": ""Yamhill"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2018"", ""caseload_2024"": 634, ""bias_metrics"": {""prison_rate"": 4.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.1}, ""counsel_representation"": {""disparity_score"": 2.5}}}, ""appellate_record"": {""total_appeals_2024"": 6, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Family Law"", ""Child Support""], ""risk_assessment"": ""excellent""}"
yamhill_007,Judge Bethany Flint,yamhill_county,Yamhill,Circuit Court,Probate,2016,,,367,,11.2,"{""id"": ""yamhill_007"", ""name"": ""Judge Bethany Flint"", ""county"": ""Yamhill"", ""court"": ""Circuit Court"", ""department"": ""Probate"", ""tenure_start"": ""2016"", ""caseload_2024"": 367, ""bias_metrics"": {""prison_rate"": 11.2, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.4}, ""counsel_representation"": {""disparity_score"": 4.8}}}, ""appellate_record"": {""total_appeals_2024"": 4, ""total_reversals_2024"": 1, ""reversal_rate"": 25.0}, ""specialization"": [""Probate"", ""Estate Planning""], ""risk_assessment"": ""low""}"
yamhill_008,Judge Laird Funk,yamhill_county,Yamhill,Circuit Court,Criminal,2013,,,1289,,35.8,"{""id"": ""yamhill_008"", ""name"": ""Judge Laird Funk"", ""county"": ""Yamhill"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2013"", ""caseload_2024"": 1289, ""bias_metrics"": {""prison_rate"": 35.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 7.6}, ""counsel_representation"": {""disparity_score"": 12.3}}}, ""appellate_record"": {""total_appeals_2024"": 24, ""total_reversals_2024"": 5, ""reversal_rate"": 20.8}, ""specialization"": [""Criminal"", ""Domestic Violence""], ""risk_assessment"": ""high""}"
douglas_001,Judge Joe Schoneberger,douglas_county,Douglas,Circuit Court,Criminal,2013,,,1123,,38.9,"{""id"": ""douglas_001"", ""name"": ""Judge Joe Schoneberger"", ""county"": ""Douglas"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2013"", ""caseload_2024"": 1123, ""bias_metrics"": {""prison_rate"": 38.9, ""sentence_disparity"": {""racial"": {""disparity_score"": 7.8}, ""counsel_representation"": {""disparity_score"": 13.4}}}, ""appellate_record"": {""total_appeals_2024"": 22, ""total_reversals_2024"": 4, ""reversal_rate"": 18.2}, ""specialization"": [""Criminal"", ""Drug Court""], ""risk_assessment"": ""high""}"
douglas_002,Judge Ann Marie Simmons,douglas_county,Douglas,Circuit Court,Civil,2017,,,687,,11.3,"{""id"": ""douglas_002"", ""name"": ""Judge Ann Marie Simmons"", ""county"": ""Douglas"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2017"", ""caseload_2024"": 687, ""bias_metrics"": {""prison_rate"": 11.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.9}, ""counsel_representation"": {""disparity_score"": 4.2}}}, ""appellate_record"": {""total_appeals_2024"": 9, ""total_reversals_2024"": 1, ""reversal_rate"": 11.1}, ""specialization"": [""Civil"", ""Small Claims"", ""Contract Law""], ""risk_assessment"": ""low""}"
douglas_003,Judge William Marshall,douglas_county,Douglas,Circuit Court,Criminal,2015,,,1345,,40.7,"{""id"": ""douglas_003"", ""name"": ""Judge William Marshall"", ""county"": ""Douglas"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2015"", ""caseload_2024"": 1345, ""bias_metrics"": {""prison_rate"": 40.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 8.9}, ""counsel_representation"": {""disparity_score"": 13.6}}}, ""appellate_record"": {""total_appeals_2024"": 28, ""total_reversals_2024"": 6, ""reversal_rate"": 21.4}, ""specialization"": [""Criminal"", ""Violent Crimes""], ""risk_assessment"": ""critical""}"
douglas_004,Judge Ann Aiken,douglas_county,Douglas,Circuit Court,Family,2018,,,756,,5.8,"{""id"": ""douglas_004"", ""name"": ""Judge Ann Aiken"", ""county"": ""Douglas"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2018"", ""caseload_2024"": 756, ""bias_metrics"": {""prison_rate"": 5.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.4}, ""counsel_representation"": {""disparity_score"": 3.1}}}, ""appellate_record"": {""total_appeals_2024"": 7, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Family Law"", ""Child Welfare""], ""risk_assessment"": ""excellent""}"
douglas_005,Judge Calvin Ashford,douglas_county,Douglas,Circuit Court,Civil,2016,,,923,,17.4,"{""id"": ""douglas_005"", ""name"": ""Judge Calvin Ashford"", ""county"": ""Douglas"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2016"", ""caseload_2024"": 923, ""bias_metrics"": {""prison_rate"": 17.4, ""sentence_disparity"": {""racial"": {""disparity_score"": 3.6}, ""counsel_representation"": {""disparity_score"": 6.8}}}, ""appellate_record"": {""total_appeals_2024"": 14, ""total_reversals_2024"": 2, ""reversal_rate"": 14.3}, ""specialization"": [""Civil"", ""Environmental Law""], ""risk_assessment"": ""moderate""}"
douglas_006,Judge Eugene Riggs,douglas_county,Douglas,Circuit Court,Juvenile,2019,,,534,,9.7,"{""id"": ""douglas_006"", ""name"": ""Judge Eugene Riggs"", ""county"": ""Douglas"", ""court"": ""Circuit Court"", ""department"": ""Juvenile"", ""tenure_start"": ""2019"", ""caseload_2024"": 534, ""bias_metrics"": {""prison_rate"": 9.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.3}, ""counsel_representation"": {""disparity_score"": 4.6}}}, ""appellate_record"": {""total_appeals_2024"": 6, ""total_reversals_2024"": 1, ""reversal_rate"": 16.7}, ""specialization"": [""Juvenile"", ""Youth Rehabilitation""], ""risk_assessment"": ""low""}"
douglas_007,Judge Parisa Mansouri,douglas_county,Douglas,Circuit Court,Probate,2020,,,423,,12.6,"{""id"": ""douglas_007"", ""name"": ""Judge Parisa Mansouri"", ""county"": ""Douglas"", ""court"": ""Circuit Court"", ""department"": ""Probate"", ""tenure_start"": ""2020"", ""caseload_2024"": 423, ""bias_metrics"": {""prison_rate"": 12.6, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.7}, ""counsel_representation"": {""disparity_score"": 5.1}}}, ""appellate_record"": {""total_appeals_2024"": 5, ""total_reversals_2024"": 1, ""reversal_rate"": 20.0}, ""specialization"": [""Probate"", ""Conservatorship""], ""risk_assessment"": ""low""}"
douglas_008,Judge Michael Gillette,douglas_county,Douglas,Circuit Court,Criminal,2013,,,1467,,43.2,"{""id"": ""douglas_008"", ""name"": ""Judge Michael Gillette"", ""county"": ""Douglas"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2013"", ""caseload_2024"": 1467, ""bias_metrics"": {""prison_rate"": 43.2, ""sentence_disparity"": {""racial"": {""disparity_score"": 10.4}, ""counsel_representation"": {""disparity_score"": 15.7}}}, ""appellate_record"": {""total_appeals_2024"": 35, ""total_reversals_2024"": 8, ""reversal_rate"": 22.9}, ""specialization"": [""Criminal"", ""Drug Court""], ""risk_assessment"": ""critical""}"
douglas_009,Judge Peter Herndon,douglas_county,Douglas,Circuit Court,Mental Health,2021,,,298,,7.4,"{""id"": ""douglas_009"", ""name"": ""Judge Peter Herndon"", ""county"": ""Douglas"", ""court"": ""Circuit Court"", ""department"": ""Mental Health"", ""tenure_start"": ""2021"", ""caseload_2024"": 298, ""bias_metrics"": {""prison_rate"": 7.4, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.7}, ""counsel_representation"": {""disparity_score"": 3.4}}}, ""appellate_record"": {""total_appeals_2024"": 3, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Mental Health Court""], ""risk_assessment"": ""excellent""}"
josephine_001,Judge Rick Haselton,josephine_county,Josephine,Circuit Court,General,2014,,,923,,33.7,"{""id"": ""josephine_001"", ""name"": ""Judge Rick Haselton"", ""county"": ""Josephine"", ""court"": ""Circuit Court"", ""department"": ""General"", ""tenure_start"": ""2014"", ""caseload_2024"": 923, ""bias_metrics"": {""prison_rate"": 33.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 6.1}, ""counsel_representation"": {""disparity_score"": 10.3}}}, ""appellate_record"": {""total_appeals_2024"": 17, ""total_reversals_2024"": 3, ""reversal_rate"": 17.6}, ""specialization"": [""General"", ""Criminal"", ""Civil""], ""risk_assessment"": ""high""}"
josephine_002,Judge Pat Wolke,josephine_county,Josephine,Circuit Court,Criminal,2016,,,1234,,37.8,"{""id"": ""josephine_002"", ""name"": ""Judge Pat Wolke"", ""county"": ""Josephine"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2016"", ""caseload_2024"": 1234, ""bias_metrics"": {""prison_rate"": 37.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 7.9}, ""counsel_representation"": {""disparity_score"": 12.6}}}, ""appellate_record"": {""total_appeals_2024"": 23, ""total_reversals_2024"": 5, ""reversal_rate"": 21.7}, ""specialization"": [""Criminal"", ""Drug Court""], ""risk_assessment"": ""high""}"
josephine_003,Judge Jennifer Bagley,josephine_county,Josephine,Circuit Court,Family,2019,,,678,,5.4,"{""id"": ""josephine_003"", ""name"": ""Judge Jennifer Bagley"", ""county"": ""Josephine"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2019"", ""caseload_2024"": 678, ""bias_metrics"": {""prison_rate"": 5.4, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.3}, ""counsel_representation"": {""disparity_score"": 2.8}}}, ""appellate_record"": {""total_appeals_2024"": 6, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Family Law"", ""Domestic Relations""], ""risk_assessment"": ""excellent""}"
josephine_004,Judge Benjamin Bloom,josephine_county,Josephine,Circuit Court,Civil,2017,,,789,,16.9,"{""id"": ""josephine_004"", ""name"": ""Judge Benjamin Bloom"", ""county"": ""Josephine"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2017"", ""caseload_2024"": 789, ""bias_metrics"": {""prison_rate"": 16.9, ""sentence_disparity"": {""racial"": {""disparity_score"": 3.4}, ""counsel_representation"": {""disparity_score"": 6.7}}}, ""appellate_record"": {""total_appeals_2024"": 12, ""total_reversals_2024"": 2, ""reversal_rate"": 16.7}, ""specialization"": [""Civil"", ""Environmental Law""], ""risk_assessment"": ""moderate""}"
josephine_005,Judge Maria Hernandez,josephine_county,Josephine,Circuit Court,Juvenile,2020,,,434,,9.2,"{""id"": ""josephine_005"", ""name"": ""Judge Maria Hernandez"", ""county"": ""Josephine"", ""court"": ""Circuit Court"", ""department"": ""Juvenile"", ""tenure_start"": ""2020"", ""caseload_2024"": 434, ""bias_metrics"": {""prison_rate"": 9.2, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.1}, ""counsel_representation"": {""disparity_score"": 4.3}}}, ""appellate_record"": {""total_appeals_2024"": 4, ""total_reversals_2024"": 1, ""reversal_rate"": 25.0}, ""specialization"": [""Juvenile"", ""Youth Rehabilitation""], ""risk_assessment"": ""low""}"
josephine_006,Judge Timothy Gerkin,josephine_county,Josephine,Circuit Court,Probate,2015,,,356,,12.6,"{""id"": ""josephine_006"", ""name"": ""Judge Timothy Gerkin"", ""county"": ""Josephine"", ""court"": ""Circuit Court"", ""department"": ""Probate"", ""tenure_start"": ""2015"", ""caseload_2024"": 356, ""bias_metrics"": {""prison_rate"": 12.6, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.6}, ""counsel_representation"": {""disparity_score"": 5.0}}}, ""appellate_record"": {""total_appeals_2024"": 3, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Probate"", ""Conservatorship""], ""risk_assessment"": ""low""}"
josephine_007,Judge Robert Wexler,josephine_county,Josephine,Circuit Court,Mental Health,2021,,,267,,7.1,"{""id"": ""josephine_007"", ""name"": ""Judge Robert Wexler"", ""county"": ""Josephine"", ""court"": ""Circuit Court"", ""department"": ""Mental Health"", ""tenure_start"": ""2021"", ""caseload_2024"": 267, ""bias_metrics"": {""prison_rate"": 7.1, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.6}, ""counsel_representation"": {""disparity_score"": 3.2}}}, ""appellate_record"": {""total_appeals_2024"": 2, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Mental Health Court""], ""risk_assessment"": ""excellent""}"
coos_001,Judge Paul Burgett,coos_county,Coos,Circuit Court,General,2016,,,745,,29.4,"{""id"": ""coos_001"", ""name"": ""Judge Paul Burgett"", ""county"": ""Coos"", ""court"": ""Circuit Court"", ""department"": ""General"", ""tenure_start"": ""2016"", ""caseload_2024"": 745, ""bias_metrics"": {""prison_rate"": 29.4, ""sentence_disparity"": {""racial"": {""disparity_score"": 4.8}, ""counsel_representation"": {""disparity_score"": 8.1}}}, ""appellate_record"": {""total_appeals_2024"": 12, ""total_reversals_2024"": 2, ""reversal_rate"": 16.7}, ""specialization"": [""General"", ""Criminal"", ""Family""], ""risk_assessment"": ""moderate""}"
umatilla_001,Judge Daniel Hill,umatilla_county,Umatilla,Circuit Court,General,2018,,,634,,27.3,"{""id"": ""umatilla_001"", ""name"": ""Judge Daniel Hill"", ""county"": ""Umatilla"", ""court"": ""Circuit Court"", ""department"": ""General"", ""tenure_start"": ""2018"", ""caseload_2024"": 634, ""bias_metrics"": {""prison_rate"": 27.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 3.9}, ""counsel_representation"": {""disparity_score"": 7.5}}}, ""appellate_record"": {""total_appeals_2024"": 10, ""total_reversals_2024"": 1, ""reversal_rate"": 10.0}, ""specialization"": [""General"", ""Agricultural Law""], ""risk_assessment"": ""moderate""}"
klamath_001,Judge Cameron Wogan,klamath_county,Klamath,Circuit Court,General,2015,,,812,,34.6,"{""id"": ""klamath_001"", ""name"": ""Judge Cameron Wogan"", ""county"": ""Klamath"", ""court"": ""Circuit Court"", ""department"": ""General"", ""tenure_start"": ""2015"", ""caseload_2024"": 812, ""bias_metrics"": {""prison_rate"": 34.6, ""sentence_disparity"": {""racial"": {""disparity_score"": 6.7}, ""counsel_representation"": {""disparity_score"": 11.2}}}, ""appellate_record"": {""total_appeals_2024"": 15, ""total_reversals_2024"": 3, ""reversal_rate"": 20.0}, ""specialization"": [""General"", ""Water Rights"", ""Tribal Law""], ""risk_assessment"": ""high""}"
columbia_001,Judge Ted Grove,columbia_county,Columbia,Circuit Court,General,2016,,,478,,24.1,"{""id"": ""columbia_001"", ""name"": ""Judge Ted Grove"", ""county"": ""Columbia"", ""court"": ""Circuit Court"", ""department"": ""General"", ""tenure_start"": ""2016"", ""caseload_2024"": 478, ""bias_metrics"": {""prison_rate"": 24.1, ""sentence_disparity"": {""racial"": {""disparity_score"": 3.7}, ""counsel_representation"": {""disparity_score"": 6.9}}}, ""appellate_record"": {""total_appeals_2024"": 7, ""total_reversals_2024"": 1, ""reversal_rate"": 14.3}, ""specialization"": [""General"", ""Rural Law""], ""risk_assessment"": ""moderate""}"
benton_001,Judge Janet Margit Holcomb,benton_county,Benton,Circuit Court,General,2019,,,567,,19.2,"{""id"": ""benton_001"", ""name"": ""Judge Janet Margit Holcomb"", ""county"": ""Benton"", ""court"": ""Circuit Court"", ""department"": ""General"", ""tenure_start"": ""2019"", ""caseload_2024"": 567, ""bias_metrics"": {""prison_rate"": 19.2, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.1}, ""counsel_representation"": {""disparity_score"": 4.3}}}, ""appellate_record"": {""total_appeals_2024"": 8, ""total_reversals_2024"": 1, ""reversal_rate"": 12.5}, ""specialization"": [""General"", ""University Relations""], ""risk_assessment"": ""low""}"
